MA_1_1,MA_1_2,MA_1_3,MA_1_4,MA_1_5,MA_1_6,MA_1_7,MA_1_8,MA_1_9,MA_1_10,MA_1_11,MA_2_1,MA_2_2,MA_2_3,MA_2_4,MA_2_5,MA_2_6,MA_2_7,MA_2_8,MA_2_9,MA_2_10,MA_2_11,GA_1,GA_2,GA_3,GA_4,GA_5,GA_6,GA_7,Age,Employment_1,Employment_2,Employment_3,Employment_4,Teacher,Educ_Attain,Parent,child35,child618,gender,ethnicity,race,collectiontype,id,Hopko_MA_mean,CG_MA_mean,scale1to10,generalanxiety,testanxiety,Fluency_Correct,MathFluency,BerlinNumeracy,ONET___STEM,Medianhouseholdincomedollars
Moderate anxiety,Quite a bit of anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Moderate anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Not true of me at all,Generally true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Not true of me at all,Generally not true of me,Somewhat true of me,"Applied to me very much, or most of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time",24,,,1,,No,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,1,568,2.1666666667,2.6363636364,2,2.2857142857,-3,15,0.2505512127,4,0,34050
Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Moderate anxiety,High anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Not true of me at all,Not true of me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,24,,,,,,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,Asian,1,333,2,1.1818181818,4,1.2857142857,-2.5,43,0.7149270109,1,,52517
Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,High anxiety,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Somewhat true of me,Generally true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",27,,,1,,No,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,1,335,3.5,3.9090909091,6,1.7142857143,-2.75,11,0.1833058375,1,0,55486
Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,High anxiety,High anxiety,Some anxiety,Somewhat true of me,Somewhat true of me,Not true of me at all,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,61,,,1,,No,Graduated from 4-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,757,3.5,2.9090909091,5,1.1428571429,-3,31,0.4991546574,4,0,33129
Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,Generally not true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,60,,,,,,Attended graduate or professional school without graduating,No,,,Man,Non-Hispanic/Latino,White,1,42,2.25,2.7272727273,1,1,-3,29,0.4832930589,1,,128056
Some anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Generally true of me,Generally not true of me,Generally not true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally true of me,Generally true of me,Somewhat true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,35,,,1,,No,Graduated high school or high school equivalent,No,,,Man,Non-Hispanic/Latino,White,1,67,3.1666666667,3.0909090909,4,1.1428571429,-3,9,0.1499950002,1,0,36237
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,70,,,,1,No,Completed graduate or professional school,Yes,No,No,Man,Non-Hispanic/Latino,White,1,794,1,1,0,1,-4,19,0.3119510073,4,0,67154
Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,27,,,1,,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,1,841,2.0833333333,2,1,1,-4,47,1.0573202556,4,1,89514
Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,50,,,1,,No,Attended graduate or professional school without graduating,No,,,Woman,Non-Hispanic/Latino,White,1,827,2.3333333333,2.7272727273,6,1.2857142857,-3,24,0.3908603814,2,0,115604
Low anxiety,Low anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Some anxiety,High anxiety,High anxiety,Generally true of me,Very true of me,Generally not true of me,Generally true of me,Generally true of me,Somewhat true of me,Generally true of me,Very true of me,Generally true of me,Generally true of me,Somewhat true of me,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,20,,1,,,,Some college,No,,,Woman,Non-Hispanic/Latino,White,2,891,2.8333333333,3.8181818182,6,2.1428571429,-2.75,30,0.4999666689,1,,118025
Some anxiety,Low anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,56,,,1,,No,Graduated from 4-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,94,2.5,3,7,1,-3.75,39,0.6499458378,3,0,69143
Low anxiety,Some anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,55,,,,1,No,Some college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,199,2.1666666667,2.8181818182,7,1.5714285714,-3,36,0.5998100601,1,0,67349
High anxiety,Moderate anxiety,High anxiety,Quite a bit of anxiety,High anxiety,High anxiety,High anxiety,Quite a bit of anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",50,,,,1,No,Some college,Yes,No,Yes,Woman,Non-Hispanic/Latino,White,1,300,4.5,5,10,2.1428571429,-1,17,0.2832908397,1,0,28691
Low anxiety,Low anxiety,Moderate anxiety,Some anxiety,Some anxiety,Some anxiety,Moderate anxiety,Low anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",28,,,,,,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,1,349,2,2.4545454545,2,2.2857142857,-3.5,37,0.6166461118,2,,45187
Some anxiety,Low anxiety,Quite a bit of anxiety,Moderate anxiety,High anxiety,Moderate anxiety,High anxiety,Moderate anxiety,Low anxiety,Low anxiety,High anxiety,Generally not true of me,Generally not true of me,Not true of me at all,Generally true of me,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,66,,,,,,Graduated high school or high school equivalent,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,252,2.8333333333,2.7272727273,3,1,-3,30,0.4999666689,1,,37728
Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Generally not true of me,Not true of me at all,Somewhat true of me,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Not true of me at all,Not true of me at all,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",49,,,,,,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,306,1.75,2,1,1.1428571429,-4,22,0.3666177843,2,,132083
Some anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",23,,,,,,Graduated high school or high school equivalent,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,33,2.5,3.2727272727,5,1.8571428571,-2.5,14,0.2332983386,1,,69625
Some anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,High anxiety,Generally true of me,Generally true of me,Generally not true of me,Somewhat true of me,Very true of me,Generally true of me,Very true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",26,,,1,,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,447,3.1666666667,4,7,1.7142857143,-3.5,38,0.6332700063,4,1,167594
